# Generic 640x512 InSb MWIR camera at 77 K, relative spectral response R(lambda), peak-normalised.
# STATUS: ESTIMATED -- not a measurement of any specific unit. Cold filter + detector + optics
# folded together.
#
# Shape (docs/physics-model.md §12.1 MWIR row, roadmap M11.5):
#   * cut-on: raised cosine over 2.90-3.10 um. InSb itself responds from about 1 um; the short-
#     wave edge of a 3-5 um camera is the COLD FILTER, not the detector. That is why it is
#     steeper than the InGaAs substrate edge -- an interference filter at 77 K, not an
#     absorption edge.
#   * plateau: 0.92 -> 1.00 linearly over 3.10-4.90 um, the usual mild rise towards the band edge.
#   * cut-off: raised cosine over 4.90-5.25 um. Two mechanisms coincide here and the narrower one
#     wins: the cold filter's long-wave edge sits just inside InSb's own gap (0.23 eV at 77 K ->
#     5.39 um), which is why a warmer detector's cut-off creeps out and a filtered camera's does
#     not.
# NOTE: this is a plain 3-5 um shape. Many MWIR cameras ship a "blue" filter (about 3.6-4.2 um)
# to sit outside the 4.2-4.4 um CO2 absorption; that is a different file, not a different model,
# which is the point of keeping bands in data.
# Columns: wavelength in MICROMETRES, dimensionless response in [0, 1]. Grid 0.005 um.
# Authored 2026-09-15 (roadmap M11.5).
wavelength_um,response
3.165,0.922889
3.170,0.923111
3.175,0.923333
3.180,0.923556
3.185,0.923778
3.190,0.924000
3.195,0.924222
3.200,0.924444
3.205,0.924667
3.210,0.924889
3.215,0.925111
3.220,0.925333
3.225,0.925556
3.230,0.925778
3.235,0.926000
3.240,0.926222
3.245,0.926444
3.250,0.926667
3.255,0.926889
3.260,0.927111
3.265,0.927333
3.270,0.927556
3.275,0.927778
3.280,0.928000
3.285,0.928222
3.290,0.928444
3.295,0.928667
3.300,0.928889
3.305,0.929111
3.310,0.929333
3.315,0.929556
3.320,0.929778
3.325,0.930000
3.330,0.930222
3.335,0.930444
3.340,0.930667
3.345,0.930889
3.350,0.931111
3.355,0.931333
3.360,0.931556
3.365,0.931778
3.370,0.932000
3.375,0.932222
3.380,0.932444
3.385,0.932667
3.390,0.932889
3.395,0.933111
3.400,0.933333
3.405,0.933556
3.410,0.933778
3.415,0.934000
3.420,0.934222
3.425,0.934444
3.430,0.934667
3.435,0.934889
3.440,0.935111
3.445,0.935333
3.450,0.935556
3.455,0.935778
3.460,0.936000
3.465,0.936222
3.470,0.936444
3.475,0.936667
3.480,0.936889
3.485,0.937111
3.490,0.937333
3.495,0.937556
3.500,0.937778
3.505,0.938000
3.510,0.938222
3.515,0.938444
3.520,0.938667
3.525,0.938889
3.530,0.939111
3.535,0.939333
3.540,0.939556
3.545,0.939778
3.550,0.940000
3.555,0.940222
3.560,0.940444
3.565,0.940667
3.570,0.940889
3.575,0.941111
3.580,0.941333
3.585,0.941556
3.590,0.941778
3.595,0.942000
3.600,0.942222
3.605,0.942444
3.610,0.942667
3.615,0.942889
3.620,0.943111
3.625,0.943333
3.630,0.943556
3.635,0.943778
3.640,0.944000
3.645,0.944222
3.650,0.944444
3.655,0.944667
3.660,0.944889
3.665,0.945111
3.670,0.945333
3.675,0.945556
3.680,0.945778
3.685,0.946000
3.690,0.946222
3.695,0.946444
3.700,0.946667
3.705,0.946889
3.710,0.947111
3.715,0.947333
3.720,0.947556
3.725,0.947778
3.730,0.948000
3.735,0.948222
3.740,0.948444
3.745,0.948667
3.750,0.948889
3.755,0.949111
3.760,0.949333
3.765,0.949556
3.770,0.949778
3.775,0.950000
3.780,0.950222
3.785,0.950444
3.790,0.950667
3.795,0.950889
3.800,0.951111
3.805,0.951333
3.810,0.951556
3.815,0.951778
3.820,0.952000
3.825,0.952222
3.830,0.952444
3.835,0.952667
3.840,0.952889
3.845,0.953111
3.850,0.953333
3.855,0.953556
3.860,0.953778
3.865,0.954000
3.870,0.954222
3.875,0.954444
3.880,0.954667
3.885,0.954889
3.890,0.955111
3.895,0.955333
3.900,0.955556
3.905,0.955778
3.910,0.956000
3.915,0.956222
3.920,0.956444
3.925,0.956667
3.930,0.956889
3.935,0.957111
3.940,0.957333
3.945,0.957556
3.950,0.957778
3.955,0.958000
3.960,0.958222
3.965,0.958444
3.970,0.958667
3.975,0.958889
3.980,0.959111
3.985,0.959333
3.990,0.959556
3.995,0.959778
4.000,0.960000
4.005,0.960222
4.010,0.960444
4.015,0.960667
4.020,0.960889
4.025,0.961111
4.030,0.961333
4.035,0.961556
4.040,0.961778
4.045,0.962000
4.050,0.962222
4.055,0.962444
4.060,0.962667
4.065,0.962889
4.070,0.963111
4.075,0.963333
4.080,0.963556
4.085,0.963778
4.090,0.964000
4.095,0.964222
4.100,0.964444
4.105,0.964667
4.110,0.964889
4.115,0.965111
4.120,0.965333
4.125,0.965556
4.130,0.965778
4.135,0.966000
4.140,0.966222
4.145,0.966444
4.150,0.966667
4.155,0.966889
4.160,0.967111
4.165,0.967333
4.170,0.967556
4.175,0.967778
4.180,0.968000
4.185,0.968222
4.190,0.968444
4.195,0.968667
4.200,0.968889
4.205,0.969111
4.210,0.969333
4.215,0.969556
4.220,0.969778
4.225,0.970000
4.230,0.970222
4.235,0.970444
4.240,0.970667
4.245,0.970889
4.250,0.971111
4.255,0.971333
4.260,0.971556
4.265,0.971778
4.270,0.972000
4.275,0.972222
4.280,0.972444
4.285,0.972667
4.290,0.972889
4.295,0.973111
4.300,0.973333
4.305,0.973556
4.310,0.973778
4.315,0.974000
4.320,0.974222
4.325,0.974444
4.330,0.974667
4.335,0.974889
4.340,0.975111
4.345,0.975333
4.350,0.975556
4.355,0.975778
4.360,0.976000
4.365,0.976222
4.370,0.976444
4.375,0.976667
4.380,0.976889
4.385,0.977111
4.390,0.977333
4.395,0.977556
4.400,0.977778
4.405,0.978000
4.410,0.978222
4.415,0.978444
4.420,0.978667
4.425,0.978889
4.430,0.979111
4.435,0.979333
4.440,0.979556
4.445,0.979778
4.450,0.980000
4.455,0.980222
4.460,0.980444
4.465,0.980667
4.470,0.980889
4.475,0.981111
4.480,0.981333
4.485,0.981556
4.490,0.981778
4.495,0.982000
4.500,0.982222
4.505,0.982444
4.510,0.982667
4.515,0.982889
4.520,0.983111
4.525,0.983333
4.530,0.983556
4.535,0.983778
4.540,0.984000
4.545,0.984222
4.550,0.984444
4.555,0.984667
4.560,0.984889
4.565,0.985111
4.570,0.985333
4.575,0.985556
4.580,0.985778
4.585,0.986000
4.590,0.986222
4.595,0.986444
4.600,0.986667
4.605,0.986889
4.610,0.987111
4.615,0.987333
4.620,0.987556
4.625,0.987778
4.630,0.988000
4.635,0.988222
4.640,0.988444
4.645,0.988667
4.650,0.988889
4.655,0.989111
4.660,0.989333
4.665,0.989556
4.670,0.989778
4.675,0.990000
4.680,0.990222
4.685,0.990444
4.690,0.990667
4.695,0.990889
4.700,0.991111
4.705,0.991333
4.710,0.991556
4.715,0.991778
4.720,0.992000
4.725,0.992222
4.730,0.992444
4.735,0.992667
4.740,0.992889
4.745,0.993111
4.750,0.993333
4.755,0.993556
4.760,0.993778
4.765,0.994000
4.770,0.994222
4.775,0.994444
4.780,0.994667
4.785,0.994889
4.790,0.995111
4.795,0.995333
4.800,0.995556
4.805,0.995778
4.810,0.996000
4.815,0.996222
4.820,0.996444
4.825,0.996667
4.830,0.996889
4.835,0.997111
4.840,0.997333
4.845,0.997556
4.850,0.997778
4.855,0.998000
4.860,0.998222
4.865,0.998444
4.870,0.998667
4.875,0.998889
4.880,0.999111
4.885,0.999333
4.890,0.999556
4.895,0.999778
4.900,1.000000
4.905,0.999497
4.910,0.997987
4.915,0.995475
4.920,0.991965
4.925,0.987464
4.930,0.981981
4.935,0.975528
4.940,0.968117
4.945,0.959764
4.950,0.950484
4.955,0.940298
4.960,0.929224
4.965,0.917287
4.970,0.904508
4.975,0.890916
4.980,0.876536
4.985,0.861397
4.990,0.845531
4.995,0.828969
5.000,0.811745
5.005,0.793893
5.010,0.775448
5.015,0.756450
5.020,0.736934
5.025,0.716942
5.030,0.696513
5.035,0.675687
5.040,0.654508
5.045,0.633018
5.050,0.611260
5.055,0.589278
5.060,0.567117
5.065,0.544820
5.070,0.522432
5.075,0.500000
5.080,0.477568
5.085,0.455180
5.090,0.432883
5.095,0.410722
5.100,0.388740
5.105,0.366982
5.110,0.345492
5.115,0.324313
5.120,0.303487
5.125,0.283058
5.130,0.263066
5.135,0.243550
5.140,0.224552
5.145,0.206107
5.150,0.188255
5.155,0.171031
5.160,0.154469
5.165,0.138603
5.170,0.123464
5.175,0.109084
5.180,0.095492
5.185,0.082713
5.190,0.070776
5.195,0.059702
5.200,0.049516
5.205,0.040236
5.210,0.031883
5.215,0.024472
5.220,0.018019
5.225,0.012536
5.230,0.008035
5.235,0.004525
5.240,0.002013
5.245,0.000503
5.250,0.000000
5.255,0.000000
5.260,0.000000
5.265,0.000000
5.270,0.000000
5.275,0.000000
5.280,0.000000
5.285,0.000000
5.290,0.000000
5.295,0.000000
5.300,0.000000
5.305,0.000000
5.310,0.000000
5.315,0.000000
5.320,0.000000
5.325,0.000000
5.330,0.000000
5.335,0.000000
5.340,0.000000
5.345,0.000000
5.350,0.000000
5.355,0.000000
5.360,0.000000
5.365,0.000000
5.370,0.000000
5.375,0.000000
5.380,0.000000
5.385,0.000000
5.390,0.000000
5.395,0.000000
5.400,0.000000
5.405,0.000000
5.410,0.000000
5.415,0.000000
5.420,0.000000
5.425,0.000000
5.430,0.000000
5.435,0.000000
5.440,0.000000
5.445,0.000000
5.450,0.000000
5.455,0.000000
5.460,0.000000
5.465,0.000000
5.470,0.000000
5.475,0.000000
5.480,0.000000
5.485,0.000000
5.490,0.000000
5.495,0.000000
5.500,0.000000
5.505,0.000000
5.510,0.000000
5.515,0.000000
5.520,0.000000
5.525,0.000000
5.530,0.000000
5.535,0.000000
5.540,0.000000
5.545,0.000000
5.550,0.000000
5.555,0.000000
5.560,0.000000
5.565,0.000000
5.570,0.000000
5.575,0.000000
5.580,0.000000
5.585,0.000000
5.590,0.000000
5.595,0.000000
5.600,0.000000
5.605,0.000000
5.610,0.000000
5.615,0.000000
5.620,0.000000
5.625,0.000000
5.630,0.000000
5.635,0.000000
5.640,0.000000
5.645,0.000000
5.650,0.000000
5.655,0.000000
5.660,0.000000
5.665,0.000000
5.670,0.000000
5.675,0.000000
5.680,0.000000
5.685,0.000000
5.690,0.000000
5.695,0.000000
5.700,0.000000
5.705,0.000000
5.710,0.000000
5.715,0.000000
5.720,0.000000
5.725,0.000000
5.730,0.000000
5.735,0.000000
5.740,0.000000
5.745,0.000000
5.750,0.000000
5.755,0.000000
5.760,0.000000
5.765,0.000000
5.770,0.000000
5.775,0.000000
5.780,0.000000
5.785,0.000000
5.790,0.000000
5.795,0.000000
5.800,0.000000
5.805,0.000000
5.810,0.000000
5.815,0.000000
5.820,0.000000
5.825,0.000000
5.830,0.000000
5.835,0.000000
5.840,0.000000
5.845,0.000000
5.850,0.000000
5.855,0.000000
5.860,0.000000
5.865,0.000000
5.870,0.000000
5.875,0.000000
5.880,0.000000
5.885,0.000000
5.890,0.000000
5.895,0.000000
5.900,0.000000
5.905,0.000000
5.910,0.000000
5.915,0.000000
5.920,0.000000
5.925,0.000000
5.930,0.000000
5.935,0.000000
5.940,0.000000
5.945,0.000000
5.950,0.000000
5.955,0.000000
5.960,0.000000
5.965,0.000000
5.970,0.000000
5.975,0.000000
5.980,0.000000
5.985,0.000000
5.990,0.000000
5.995,0.000000
6.000,0.000000
