# irsim weather v1
# SYNTHETIC coastal summer day with a sea breeze, 48 h from 2024-06-21T00:00Z, local = UTC+1.
# Generated by scripts/generate_weather.py (irsim.thermal.weather_io.synthetic_clear_day):
# sinusoidal T_air 295.65 +- 3 K (maritime damping, max 15:00 local), RH from a 16 C dew
# point, half-sine DNI 880 / DHI 130 W m^-2 between 06:00 and 20:30 local, WIND 2.0-9.0 m/s
# peaking at 16:00 local, cloud 0.10, visibility 30 km. Not a measurement; a documented fixture (ADR 0032).
time_utc,t_air_k,rh_fraction,wind_speed_m_s,cloud_fraction,dni_w_m2,dhi_w_m2,visibility_m,precip_mm_h
2024-06-22T05:00:00Z,293.5286796564403,0.7594738299483387,2.468911086754465,0.1,0.0,0.0,30000.0,0.0
2024-06-22T06:00:00Z,294.15,0.730934530843376,3.025126265847084,0.1,189.1739873857012,27.94615722743313,30000.0,0.0
2024-06-22T07:00:00Z,294.8735428646924,0.6992067488225286,3.75,0.1,369.50240937303283,54.5855832028344,30000.0,0.0
2024-06-22T08:00:00Z,295.65,0.6668680435759943,4.594133342141177,0.1,532.5533093705134,78.67264797518948,30000.0,0.0
2024-06-22T09:00:00Z,296.42645713530754,0.6362003666066598,5.5,0.1,670.7026085123201,99.08106716659275,30000.0,0.0
2024-06-22T10:00:00Z,297.15,0.6090432318048999,6.405866657858823,0.1,777.4905991125001,114.85656577798298,30000.0,0.0
2024-06-22T11:00:00Z,297.77132034355964,0.586760139717761,7.25,0.1,847.9239934169162,125.261499027499,30000.0,0.0
2024-06-22T12:00:00Z,298.2480762113533,0.5702827873336975,7.974873734152916,0.1,878.709404188989,129.8093438006461,30000.0,0.0
2024-06-22T13:00:00Z,298.5477774788672,0.5601913487121902,8.531088913245535,0.1,868.407339836543,128.2874479303984,30000.0,0.0
2024-06-22T14:00:00Z,298.65,0.5567954142290424,8.880740392011738,0.1,817.4995134387766,120.76697357618289,30000.0,0.0
2024-06-22T15:00:00Z,298.5477774788672,0.5601913487121902,9.0,0.1,728.3663183780637,107.59956976039577,30000.0,0.0
2024-06-22T16:00:00Z,298.2480762113533,0.5702827873336975,8.880740392011738,0.1,605.1755237910127,89.40092965094506,30000.0,0.0
2024-06-22T17:00:00Z,297.77132034355964,0.586760139717761,8.531088913245537,0.1,453.68739431577904,67.02200143301282,30000.0,0.0
2024-06-22T18:00:00Z,297.15,0.6090432318048999,7.974873734152917,0.1,280.9853465196622,41.509198917677374,30000.0,0.0
2024-06-22T19:00:00Z,296.42645713530754,0.6362003666066598,7.25,0.1,95.1447362130689,14.05547239511245,30000.0,0.0
2024-06-22T20:00:00Z,295.65,0.6668680435759943,6.405866657858824,0.1,0.0,0.0,30000.0,0.0
2024-06-22T21:00:00Z,294.8735428646924,0.6992067488225286,5.5,0.1,0.0,0.0,30000.0,0.0
2024-06-22T22:00:00Z,294.15,0.730934530843376,4.594133342141177,0.1,0.0,0.0,30000.0,0.0
2024-06-22T23:00:00Z,293.5286796564403,0.7594738299483387,3.75,0.1,0.0,0.0,30000.0,0.0
2024-06-23T00:00:00Z,293.05192378864666,0.7822219485455003,3.0251262658470837,0.1,0.0,0.0,30000.0,0.0
